Hand_ID,Seed,Trials,Recommended Bid,Best Score,Second Best Score,Score Gap
56,29,1000,2,18.562,11.686,6.876000000000001
56,84,1000,2,18.04,11.632,6.4079999999999995
56,61,10000,2,18.3987,11.644,6.7547000000000015
56,12,10000,2,18.4213,11.6548,6.766499999999999
56,38,10000,2,18.2133,11.636,6.577300000000001
56,29,10000,2,18.3356,11.6391,6.6965
56,84,10000,2,18.3701,11.6445,6.7256
57,61,1000,2,18.508,11.672,6.8359999999999985
57,12,1000,2,18.872,11.704,7.167999999999999
57,38,1000,2,18.502,11.725,6.776999999999999
57,29,1000,2,18.77,11.72,7.049999999999999
57,84,1000,2,18.541,11.725,6.816000000000001
57,61,10000,2,18.572,11.7149,6.857099999999999
57,12,10000,2,18.6483,11.7033,6.9449999999999985
57,38,10000,2,18.5194,11.711,6.808400000000001
57,29,10000,2,18.6481,11.7052,6.9429
57,84,10000,2,18.7337,11.7185,7.015199999999998
58,61,1000,5,42.428,41.485,0.9429999999999978
58,12,1000,5,42.284,41.44,0.8440000000000012
58,38,1000,5,43.299,41.625,1.6739999999999995
58,29,1000,5,42.207,41.462,0.7449999999999974
58,84,1000,5,43.174,41.599,1.5750000000000028
58,61,10000,5,42.0544,41.48,0.5744000000000042
58,12,10000,5,41.864,41.4598,0.4041999999999959
58,38,10000,5,41.937,41.4235,0.5135000000000005
58,29,10000,5,42.2487,41.4763,0.7723999999999975
58,84,10000,5,42.3321,41.5026,0.8294999999999959
59,61,1000,3,27.315,21.383,5.932000000000002
59,12,1000,3,27.209,21.395,5.814
59,38,1000,3,27.346,21.414,5.931999999999999
59,29,1000,3,27.892,21.429,6.463000000000001
59,84,1000,3,27.89,21.427,6.463000000000001
59,61,10000,3,27.292,21.4032,5.888800000000003
59,12,10000,3,27.3037,21.4012,5.9025
59,38,10000,3,27.2239,21.3861,5.837800000000001
59,29,10000,3,27.381,21.4037,5.9773
59,84,10000,3,27.3006,21.4097,5.8908999999999985
60,61,1000,2,20.842,13.935,6.906999999999998
60,12,1000,2,20.623,13.661,6.9620000000000015
60,38,1000,2,20.561,12.537,8.024
60,29,1000,2,20.658,14.01,6.6480000000000015
60,84,1000,2,20.666,15.611,5.055
60,61,10000,2,20.7062,13.8233,6.882899999999999
60,12,10000,2,20.6641,13.9706,6.693500000000002
60,38,10000,2,20.6388,13.8433,6.7955000000000005
60,29,10000,2,20.6447,13.6819,6.9628
60,84,10000,2,20.6392,14.4263,6.212899999999999
61,61,1000,2,18.946,11.35,7.596000000000002
61,12,1000,2,19.046,11.313,7.732999999999999
61,38,1000,2,19.452,11.349,8.103000000000002
61,29,1000,2,19.216,11.327,7.889000000000001
61,84,1000,2,19.466,11.324,8.142000000000001
61,61,10000,2,19.2555,11.3375,7.918000000000001
61,12,10000,2,19.2558,11.3398,7.916
61,38,10000,2,19.2484,11.3402,7.908200000000001
61,29,10000,2,19.3576,11.3499,8.007700000000002
61,84,10000,2,19.2709,11.3512,7.919700000000001
62,61,1000,2,19.831,14.432,5.398999999999999
62,12,1000,2,20.064,16.471,3.593
62,38,1000,2,19.739,16.997,2.742000000000001
62,29,1000,2,19.918,17.193,2.724999999999998
62,84,1000,2,19.734,17.917,1.8170000000000002
62,61,10000,2,19.8714,16.3189,3.552500000000002
62,12,10000,2,19.8798,16.695,3.184799999999999
62,38,10000,2,19.8836,16.7047,3.1789000000000023
62,29,10000,2,19.8161,16.5655,3.2505999999999986
62,84,10000,2,19.8778,16.9882,2.8896000000000015
63,61,1000,1,10.876,9.034,1.8419999999999987
63,12,1000,1,10.893,10.143,0.75
63,38,1000,1,10.891,8.815,2.0760000000000005
63,29,1000,1,10.898,8.978,1.92
63,84,1000,1,10.886,9.512,1.3739999999999988
63,61,10000,1,10.8859,9.391,1.4948999999999995
63,12,10000,1,10.8736,9.1018,1.771799999999999
63,38,10000,1,10.8827,9.3566,1.5260999999999996
63,29,10000,1,10.8816,9.2073,1.6743000000000006
63,84,10000,1,10.8693,9.0117,1.8576000000000015
64,61,1000,1,10.729,2.57,8.158999999999999
64,12,1000,1,10.722,2.387,8.334999999999999
64,38,1000,1,10.669,2.004,8.665000000000001
64,29,1000,1,10.636,2.752,7.8839999999999995
64,84,1000,1,10.702,3.246,7.4559999999999995
64,61,10000,1,10.7239,3.166,7.5579
64,12,10000,1,10.7266,2.8933,7.8332999999999995
64,38,10000,1,10.71,3.2266,7.483400000000001
64,29,10000,1,10.699,2.9893,7.7097
64,84,10000,1,10.7139,3.1054,7.608500000000001
65,61,1000,1,9.062,-5.128,14.19
65,12,1000,1,9.059,-7.141,16.2
65,38,1000,1,9.097,-6.265,15.361999999999998
65,29,1000,1,9.282,-6.221,15.503
65,84,1000,1,9.157,-6.07,15.227
65,61,10000,1,9.1622,-5.3564,14.5186
65,12,10000,1,9.0872,-5.8765,14.9637
65,38,10000,1,9.1174,-5.7825,14.899899999999999
65,29,10000,1,9.2697,-5.7043,14.974
65,84,10000,1,9.0655,-5.8996,14.9651
66,61,1000,4,35.859,31.792,4.067
66,12,1000,4,36.77,31.695,5.075000000000003
66,38,1000,4,37.819,32.017,5.802
66,29,1000,4,37.195,31.785,5.41
66,84,1000,4,35.552,31.902,3.6499999999999986
66,61,10000,4,37.1253,31.8404,5.284900000000004
66,12,10000,4,37.235,31.7757,5.459299999999999
66,38,10000,4,37.0219,31.822,5.199900000000003
66,29,10000,4,37.1562,31.732,5.424199999999999
66,84,10000,4,37.2374,31.7841,5.453300000000002
67,61,1000,1,8.758,-4.43,13.187999999999999
67,12,1000,1,8.732,-6.016,14.748
67,38,1000,1,8.817,-4.509,13.326
67,29,1000,1,8.935,-5.35,14.285
67,84,1000,1,8.736,-4.978,13.714
67,61,10000,1,8.7859,-5.0563,13.8422
67,12,10000,1,8.853,-5.4162,14.2692
67,38,10000,1,8.751,-4.909,13.66
67,29,10000,1,8.721,-4.9558,13.6768
67,84,10000,1,8.7826,-5.0205,13.8031
68,61,1000,5,50.66,42.155,8.504999999999995
68,12,1000,5,50.429,42.122,8.307000000000002
68,38,1000,5,50.12,42.11,8.009999999999998
68,29,1000,5,49.74,42.126,7.614000000000004
68,84,1000,5,49.806,42.093,7.712999999999994
68,61,10000,5,50.0236,42.1126,7.911000000000001
68,12,10000,5,50.0445,42.1038,7.9407
68,38,10000,5,49.9615,42.0821,7.879400000000004
68,29,10000,5,50.0005,42.1093,7.891200000000005
68,84,10000,5,50.0076,42.1065,7.9011
69,61,1000,2,12.42,11.02,1.4000000000000004
69,12,1000,2,13.687,11.118,2.568999999999999
69,38,1000,2,12.854,10.965,1.8889999999999993
69,29,1000,2,12.306,10.943,1.3629999999999995
69,84,1000,2,13.591,11.061,2.5299999999999994
69,61,10000,2,13.0302,11.0734,1.9568000000000012
69,12,10000,2,12.902,11.054,1.847999999999999
69,38,10000,2,13.3424,11.121,2.221399999999999
69,29,10000,2,13.0486,11.0924,1.9562000000000008
69,84,10000,2,12.808,11.0599,1.748099999999999
70,61,1000,3,27.233,21.535,5.698
70,12,1000,3,26.651,21.583,5.068000000000001
70,38,1000,3,26.817,21.572,5.245000000000001
70,29,1000,3,27.195,21.636,5.559000000000001
70,84,1000,3,27.683,21.572,6.111000000000001
70,61,10000,3,26.9769,21.5423,5.4346
70,12,10000,3,27.2131,21.5863,5.626799999999999
70,38,10000,3,26.8479,21.5772,5.270699999999998
70,29,10000,3,27.189,21.5639,5.6251
70,84,10000,3,27.0899,21.5712,5.518699999999999
71,61,1000,5,47.653,41.364,6.2890000000000015
71,12,1000,5,46.053,41.348,4.704999999999998
71,38,1000,5,46.581,41.301,5.280000000000001
71,29,1000,5,47.551,41.521,6.030000000000001
71,84,1000,5,47.527,41.337,6.189999999999998
71,61,10000,5,47.1747,41.4089,5.765799999999999
71,12,10000,5,47.1229,41.4405,5.682400000000001
71,38,10000,5,47.0553,41.3904,5.664900000000003
71,29,10000,5,47.1408,41.3986,5.742199999999997
71,84,10000,5,47.172,41.4462,5.7258
72,61,1000,2,19.973,19.376,0.5969999999999978
72,12,1000,2,20.075,18.591,1.4839999999999982
72,38,1000,2,19.907,18.052,1.8550000000000004
72,29,1000,2,20.005,18.837,1.1679999999999993
72,84,1000,2,19.792,18.588,1.2040000000000006
72,61,10000,2,19.9497,19.245,0.704699999999999
72,12,10000,2,19.959,19.0101,0.9488999999999983
72,38,10000,2,19.9853,19.0301,0.9551999999999978
72,29,10000,2,20.1526,19.1948,0.9577999999999989
72,84,10000,2,20.0501,19.1687,0.8813999999999993
73,61,1000,2,14.13,11.175,2.955
73,12,1000,2,14.297,11.147,3.1500000000000004
73,38,1000,2,13.641,11.114,2.5269999999999992
73,29,1000,2,13.982,11.183,2.7989999999999995
73,84,1000,2,13.738,11.114,2.6239999999999988
73,61,10000,2,14.1483,11.1697,2.9786
73,12,10000,2,14.2897,11.1668,3.1228999999999996
73,38,10000,2,14.0203,11.1508,2.8695000000000004
73,29,10000,2,14.1206,11.1714,2.9491999999999994
73,84,10000,2,14.3139,11.1735,3.1403999999999996
74,61,1000,2,20.897,16.683,4.213999999999999
74,12,1000,2,20.687,14.804,5.883000000000001
74,38,1000,2,20.748,16.871,3.8770000000000024
74,29,1000,2,20.942,17.042,3.8999999999999986
74,84,1000,2,20.86,16.273,4.587
74,61,10000,2,20.8905,16.6668,4.223700000000001
74,12,10000,2,20.8504,16.0095,4.840900000000001
74,38,10000,2,20.8954,16.7385,4.1569
74,29,10000,2,20.8727,16.2164,4.656299999999998
74,84,10000,2,20.8829,16.7066,4.176299999999998
75,61,1000,3,23.111,21.189,1.9220000000000006
75,12,1000,3,23.932,21.304,2.628
75,38,1000,3,23.462,21.226,2.2360000000000007
75,29,1000,3,23.191,21.231,1.9599999999999973
75,84,1000,3,23.622,21.289,2.3329999999999984
75,61,10000,3,23.4164,21.188,2.2284000000000006
75,12,10000,3,23.711,21.2354,2.4756
75,38,10000,3,23.3956,21.2268,2.168800000000001
75,29,10000,3,23.5262,21.2236,2.302599999999998
75,84,10000,3,23.4233,21.209,2.2143000000000015
76,61,1000,3,24.601,21.579,3.0219999999999985
76,12,1000,3,25.122,21.449,3.6729999999999983
76,38,1000,3,23.953,21.58,2.373000000000001
76,29,1000,3,23.562,21.602,1.9600000000000009
76,84,1000,3,24.462,21.438,3.024000000000001
76,61,10000,3,24.4382,21.5216,2.916599999999999
76,12,10000,3,24.2801,21.4571,2.8230000000000004
76,38,10000,3,24.4436,21.4769,2.9666999999999994
76,29,10000,3,24.4142,21.529,2.885200000000001
76,84,10000,3,24.3869,21.5234,2.863500000000002
77,61,1000,3,30.758,29.32,1.4379999999999988
77,12,1000,3,30.505,27.291,3.2139999999999986
77,38,1000,3,31.185,29.485,1.6999999999999993
77,29,1000,3,30.763,28.456,2.307000000000002
77,84,1000,3,30.749,27.671,3.0779999999999994
77,61,10000,3,30.9556,29.2441,1.711500000000001
77,12,10000,3,30.8519,28.1026,2.7493000000000016
77,38,10000,3,30.8932,28.8328,2.0604000000000013
77,29,10000,3,30.8881,29.1064,1.7817000000000007
77,84,10000,3,30.9411,28.7954,2.145699999999998
78,61,1000,0,40.8,-4.029,44.82899999999999
78,12,1000,0,41.4,-4.103,45.503
78,38,1000,0,44.4,-4.397,48.797
78,29,1000,0,40.2,-3.984,44.184000000000005
78,84,1000,0,42.6,-4.224,46.824
78,61,10000,0,43.74,-4.3379,48.0779
78,12,10000,0,42.04,-4.1668,46.2068
78,38,10000,0,44.32,-4.3945,48.7145
78,29,10000,0,43.66,-4.3294,47.989399999999996
78,84,10000,0,42.8,-4.2423,47.0423
79,61,1000,1,9.974,9.82,0.15399999999999991
79,12,1000,2,10.409,10.337,0.07200000000000095
79,38,1000,1,10.055,9.626,0.42900000000000027
79,29,1000,1,10.273,10.229,0.04400000000000048
79,84,1000,1,9.823,9.36,0.46300000000000097
79,61,10000,1,10.1849,10.0999,0.08500000000000085
79,12,10000,1,10.1706,9.9924,0.17820000000000036
79,38,10000,1,10.0727,9.9806,0.09209999999999852
79,29,10000,2,10.25,10.1628,0.08719999999999928
79,84,10000,1,10.0977,9.9853,0.11239999999999917
80,61,1000,1,10.351,-7.208,17.559
80,12,1000,1,10.329,-7.62,17.949
80,38,1000,1,10.309,-8.537,18.846
80,29,1000,1,10.344,-7.02,17.363999999999997
80,84,1000,1,10.359,-6.381,16.740000000000002
80,61,10000,1,10.3362,-7.4373,17.7735
80,12,10000,1,10.331,-7.6726,18.0036
80,38,10000,1,10.3407,-7.3275,17.6682
80,29,10000,1,10.335,-7.4346,17.7696
80,84,10000,1,10.334,-7.3927,17.7267
81,61,1000,1,10.518,4.176,6.3420000000000005
81,12,1000,1,10.442,3.751,6.691000000000001
81,38,1000,1,10.513,4.386,6.127
81,29,1000,1,10.397,3.239,7.158
81,84,1000,1,10.586,4.418,6.168
81,61,10000,1,10.5398,3.7098,6.83
81,12,10000,1,10.5117,3.7175,6.7942
81,38,10000,1,10.5419,3.8699,6.672000000000001
81,29,10000,1,10.5278,3.6318,6.895999999999999
81,84,10000,1,10.5109,3.9801,6.530799999999999
82,61,1000,1,10.593,0.639,9.954
82,12,1000,1,10.639,2.167,8.472
82,38,1000,1,10.603,1.312,9.291
82,29,1000,1,10.605,1.002,9.603
82,84,1000,1,10.632,1.614,9.017999999999999
82,61,10000,1,10.5974,0.7994,9.798
82,12,10000,1,10.6141,1.3309,9.2832
82,38,10000,1,10.6106,1.0739,9.5367
82,29,10000,1,10.6047,0.9159,9.688799999999999
82,84,10000,1,10.6075,1.0552,9.5523
83,61,1000,3,30.829,23.106,7.722999999999999
83,12,1000,3,30.44,23.472,6.968
83,38,1000,3,30.898,22.581,8.317
83,29,1000,3,30.852,24.393,6.459
83,84,1000,3,30.975,24.475,6.5
83,61,10000,3,30.8387,23.7164,7.122299999999999
83,12,10000,3,30.8841,23.68,7.2041
83,38,10000,3,30.9198,22.9428,7.977
83,29,10000,3,30.9283,23.8225,7.105799999999999
83,84,10000,3,30.9127,23.8189,7.093800000000002
84,61,1000,2,19.057,12.452,6.604999999999999
84,12,1000,2,19.042,13.44,5.602000000000002
84,38,1000,2,18.487,12.973,5.513999999999998
84,29,1000,2,19.221,11.701,7.52
84,84,1000,2,18.884,12.38,6.504
84,61,10000,2,18.8749,11.9695,6.9054
84,12,10000,2,19.0922,12.3897,6.702499999999999
84,38,10000,2,18.9744,11.8805,7.0939
84,29,10000,2,19.0825,12.1206,6.9619
84,84,10000,2,18.9712,12.375,6.5962
85,61,1000,2,17.505,11.352,6.152999999999999
85,12,1000,2,17.428,11.273,6.155000000000001
85,38,1000,2,17.086,11.362,5.723999999999998
85,29,1000,2,17.812,11.366,6.4460000000000015
85,84,1000,2,17.347,11.35,5.997000000000002
85,61,10000,2,17.3316,11.3382,5.993400000000001
85,12,10000,2,17.2772,11.3265,5.950700000000001
85,38,10000,2,17.2821,11.3316,5.9505
85,29,10000,2,17.3347,11.3351,5.999600000000001
85,84,10000,2,17.384,11.3379,6.046100000000001
86,61,1000,1,10.202,1.431,8.771
86,12,1000,1,10.227,1.123,9.104000000000001
86,38,1000,1,10.224,2.213,8.011
86,29,1000,1,10.448,1.163,9.285
86,84,1000,1,10.183,0.065,10.118
86,61,10000,1,10.3142,1.4582,8.856
86,12,10000,1,10.3334,1.4514,8.882
86,38,10000,1,10.3989,2.0325,8.366399999999999
86,29,10000,1,10.2951,1.3966,8.8985
86,84,10000,1,10.3264,1.3762,8.950199999999999
87,61,1000,2,14.453,11.064,3.3889999999999993
87,12,1000,2,14.945,11.049,3.896000000000001
87,38,1000,2,16.117,11.17,4.947000000000001
87,29,1000,2,14.711,11.069,3.6419999999999995
87,84,1000,2,15.168,11.157,4.010999999999999
87,61,10000,2,14.9109,11.1039,3.8070000000000004
87,12,10000,2,15.1164,11.1066,4.0098
87,38,10000,2,15.2804,11.1103,4.1701
87,29,10000,2,14.8692,11.1052,3.7639999999999993
87,84,10000,2,15.2419,11.1368,4.1051
88,61,1000,1,10.601,0.257,10.344000000000001
88,12,1000,1,10.572,-1.137,11.709
88,38,1000,1,10.615,0.388,10.227
88,29,1000,1,10.604,0.338,10.266
88,84,1000,1,10.592,-0.025,10.617
88,61,10000,1,10.5991,-0.1271,10.7262
88,12,10000,1,10.5793,-0.7514,11.3307
88,38,10000,1,10.6066,-0.0923,10.6989
88,29,10000,1,10.5883,-0.3641,10.9524
88,84,10000,1,10.5962,-0.2587,10.854899999999999
89,61,1000,5,46.772,41.949,4.823
89,12,1000,5,45.956,41.685,4.271000000000001
89,38,1000,5,45.883,41.951,3.932000000000002
89,29,1000,5,45.891,42.039,3.8519999999999968
89,84,1000,5,45.586,41.631,3.9549999999999983
89,61,10000,5,45.7832,41.7883,3.9949000000000012
89,12,10000,5,45.7257,41.6184,4.107300000000002
89,38,10000,5,45.8163,41.7837,4.032599999999995
89,29,10000,5,45.8757,41.7677,4.108000000000004
89,84,10000,5,46.0422,41.7838,4.258400000000002
90,61,1000,1,7.65,-6.388,14.038
90,12,1000,1,7.539,-8.155,15.693999999999999
90,38,1000,1,7.191,-8.748,15.939
90,29,1000,1,7.593,-8.063,15.656
90,84,1000,1,7.488,-6.702,14.190000000000001
90,61,10000,1,7.5521,-7.3302,14.8823
90,12,10000,1,7.6458,-7.6234,15.269200000000001
90,38,10000,1,7.5432,-7.4854,15.0286
90,29,10000,1,7.6477,-7.3736,15.0213
90,84,10000,1,7.6919,-7.3968,15.0887
91,61,1000,0,20.8,-2.022,22.822
91,12,1000,0,26.0,-2.562,28.562
91,38,1000,0,20.8,-2.037,22.837
91,29,1000,0,27.8,-2.737,30.537
91,84,1000,0,22.0,-2.16,24.16
91,61,10000,0,23.68,-2.3224,26.0024
91,12,10000,0,24.78,-2.4329,27.2129
91,38,10000,0,24.42,-2.3948,26.8148
91,29,10000,0,24.62,-2.4184,27.038400000000003
91,84,10000,0,24.52,-2.4089,26.9289
92,61,1000,3,29.306,22.135,7.170999999999999
92,12,1000,3,29.804,22.081,7.722999999999999
92,38,1000,3,29.735,22.618,7.117000000000001
92,29,1000,3,29.953,22.152,7.800999999999998
92,84,1000,3,29.988,22.473,7.515000000000001
92,61,10000,3,29.6627,22.1329,7.529800000000002
92,12,10000,3,29.7833,22.1791,7.604200000000002
92,38,10000,3,29.6356,22.1412,7.494399999999999
92,29,10000,3,29.5158,22.1135,7.4023
92,84,10000,3,29.5937,22.1465,7.447199999999999
93,61,1000,1,8.7,-6.827,15.527
93,12,1000,1,8.492,-6.562,15.054000000000002
93,38,1000,1,8.596,-7.416,16.012
93,29,1000,1,8.763,-6.453,15.216000000000001
93,84,1000,1,8.353,-8.122,16.475
93,61,10000,1,8.5933,-6.5604,15.153699999999999
93,12,10000,1,8.5624,-6.5301,15.092500000000001
93,38,10000,1,8.5455,-6.4646,15.010100000000001
93,29,10000,1,8.5862,-6.6864,15.2726
93,84,10000,1,8.4731,-6.7443,15.217400000000001
94,61,1000,0,45.2,-4.426,49.626000000000005
94,12,1000,0,41.2,-4.041,45.241
94,38,1000,0,42.2,-4.148,46.348
94,29,1000,0,46.2,-4.529,50.729
94,84,1000,0,39.2,-3.828,43.028000000000006
94,61,10000,0,42.22,-4.1309,46.350899999999996
94,12,10000,0,43.64,-4.2792,47.919200000000004
94,38,10000,0,42.42,-4.1591,46.579100000000004
94,29,10000,0,43.42,-4.255,47.675000000000004
94,84,10000,0,41.78,-4.0878,45.8678
95,61,1000,2,20.688,20.513,0.17499999999999716
95,12,1000,3,21.865,20.902,0.9629999999999974
95,38,1000,3,21.242,20.669,0.5730000000000004
95,29,1000,3,21.779,20.795,0.9839999999999982
95,84,1000,3,22.613,20.603,2.009999999999998
95,61,10000,3,20.741,20.6436,0.09740000000000038
95,12,10000,3,20.8447,20.755,0.08970000000000056
95,38,10000,3,20.929,20.6687,0.2602999999999973
95,29,10000,2,20.6433,20.6423,0.0010000000000012221
95,84,10000,3,21.0867,20.589,0.4977000000000018
96,61,1000,2,17.084,11.906,5.177999999999999
96,12,1000,2,17.519,11.873,5.645999999999999
96,38,1000,2,18.081,11.967,6.113999999999999
96,29,1000,2,17.663,11.9,5.763
96,84,1000,2,17.921,11.963,5.958
96,61,10000,2,17.5634,11.9094,5.654000000000002
96,12,10000,2,17.728,11.9044,5.823600000000001
96,38,10000,2,17.7847,11.9105,5.8742
96,29,10000,2,17.5256,11.8831,5.6425
96,84,10000,2,17.8432,11.9142,5.929
97,61,1000,3,30.02,26.752,3.2680000000000007
97,12,1000,3,30.458,24.893,5.564999999999998
97,38,1000,3,30.224,25.452,4.7719999999999985
97,29,1000,3,30.27,26.386,3.8840000000000003
97,84,1000,3,30.176,25.325,4.850999999999999
97,61,10000,3,30.1282,25.3871,4.741099999999999
97,12,10000,3,30.2211,25.1508,5.0703
97,38,10000,3,30.2479,25.5881,4.659800000000001
97,29,10000,3,30.3896,25.7558,4.633800000000001
97,84,10000,3,30.216,25.1754,5.040600000000001
98,61,1000,3,30.515,29.63,0.8850000000000016
98,12,1000,3,30.233,29.174,1.059000000000001
98,38,1000,3,30.539,29.812,0.7270000000000003
98,29,1000,3,30.745,29.541,1.2040000000000006
98,84,1000,4,30.609,30.306,0.3030000000000008
98,61,10000,3,30.4883,29.5407,0.9475999999999978
98,12,10000,3,30.4874,29.4766,1.0107999999999997
98,38,10000,3,30.6475,29.5537,1.0938000000000017
98,29,10000,3,30.4567,29.4876,0.969100000000001
98,84,10000,3,30.5606,29.7505,0.810100000000002
99,61,1000,3,29.338,21.518,7.82
99,12,1000,3,29.232,21.49,7.742000000000001
99,38,1000,3,29.621,21.565,8.055999999999997
99,29,1000,3,29.57,21.533,8.036999999999999
99,84,1000,3,29.108,21.484,7.623999999999999
99,61,10000,3,29.3829,21.5431,7.8398
99,12,10000,3,29.4636,21.5332,7.930399999999999
99,38,10000,3,29.4948,21.529,7.9658000000000015
99,29,10000,3,29.4135,21.5143,7.8992
99,84,10000,3,29.4538,21.5333,7.9205000000000005
100,61,1000,1,10.746,6.41,4.336
100,12,1000,1,10.765,6.624,4.141000000000001
100,38,1000,1,10.652,6.24,4.411999999999999
100,29,1000,1,10.762,7.928,2.8340000000000005
100,84,1000,1,10.686,5.766,4.92
100,61,10000,1,10.7346,6.274,4.4606
100,12,10000,1,10.6778,5.8322,4.845599999999999
100,38,10000,1,10.7243,6.508,4.2162999999999995
100,29,10000,1,10.7138,6.3375,4.3763000000000005
100,84,10000,1,10.7261,6.1078,4.6183000000000005
101,61,1000,4,31.094,31.078,0.01600000000000179
101,12,1000,4,31.89,30.904,0.9860000000000007
101,38,1000,3,31.119,30.127,0.9920000000000009
101,29,1000,4,31.097,31.021,0.07600000000000051
101,84,1000,4,31.828,31.161,0.666999999999998
101,61,10000,4,31.1848,31.1059,0.07890000000000086
101,12,10000,3,31.0399,30.7443,0.2956000000000003
101,38,10000,3,31.0768,30.6899,0.38689999999999714
101,29,10000,3,31.1085,31.1065,0.0019999999999988916
101,84,10000,3,31.1579,30.6791,0.4788000000000032
102,61,1000,1,8.071,-1.119,9.19
102,12,1000,1,8.36,-1.11,9.469999999999999
102,38,1000,1,8.35,-1.139,9.488999999999999
102,29,1000,1,8.097,-0.801,8.898
102,84,1000,1,8.297,-0.391,8.688
102,61,10000,1,8.2516,-0.8761,9.127699999999999
102,12,10000,1,8.305,-0.4514,8.7564
102,38,10000,1,8.4313,-0.4432,8.8745
102,29,10000,1,8.3361,-0.9069,9.243
102,84,10000,1,8.2094,-0.7163,8.9257
103,61,1000,1,3.695,-16.317,20.012
103,12,1000,1,3.613,-16.475,20.088
103,38,1000,1,3.826,-15.955,19.781
103,29,1000,1,3.271,-16.516,19.787
103,84,1000,1,3.6,-16.117,19.717000000000002
103,61,10000,1,3.7198,-16.3766,20.0964
103,12,10000,1,3.8281,-16.1051,19.9332
103,38,10000,1,3.6832,-16.2855,19.9687
103,29,10000,1,3.6451,-16.4066,20.0517
103,84,10000,1,3.7767,-16.0967,19.873399999999997
104,61,1000,2,13.014,11.034,1.9799999999999986
104,12,1000,2,13.117,10.94,2.1770000000000014
104,38,1000,2,14.17,11.059,3.1110000000000007
104,29,1000,2,13.884,11.046,2.838000000000001
104,84,1000,2,13.627,11.062,2.5650000000000013
104,61,10000,2,13.3546,11.0271,2.327499999999999
104,12,10000,2,13.6426,11.0245,2.6181
104,38,10000,2,13.6437,11.0256,2.6181
104,29,10000,2,13.4781,11.0317,2.446399999999999
104,84,10000,2,13.3611,11.0059,2.3552
105,61,1000,1,9.843,4.203,5.64
105,12,1000,1,9.597,2.792,6.805
105,38,1000,1,9.856,3.201,6.654999999999999
105,29,1000,1,9.582,2.621,6.961
105,84,1000,1,9.715,2.946,6.769
105,61,10000,1,9.7429,3.4515,6.291400000000001
105,12,10000,1,9.7441,3.2789,6.465199999999999
105,38,10000,1,9.7535,3.5382,6.215300000000001
105,29,10000,1,9.7069,3.6095,6.097399999999999
105,84,10000,1,9.7935,3.5575,6.236
106,61,1000,3,28.995,21.411,7.584
106,12,1000,3,28.983,21.359,7.623999999999999
106,38,1000,3,28.803,21.396,7.407
106,29,1000,3,28.683,21.354,7.329000000000001
106,84,1000,3,29.038,21.395,7.643000000000001
106,61,10000,3,28.9517,21.3694,7.5823
106,12,10000,3,28.9429,21.3745,7.5684000000000005
106,38,10000,3,28.8201,21.3914,7.428699999999999
106,29,10000,3,28.8071,21.3803,7.4268
106,84,10000,3,28.882,21.3844,7.497600000000002
107,61,1000,2,18.833,11.12,7.712999999999999
107,12,1000,2,18.388,11.104,7.2840000000000025
107,38,1000,2,18.429,11.106,7.322999999999999
107,29,1000,2,18.537,11.097,7.4399999999999995
107,84,1000,2,18.217,11.089,7.127999999999998
107,61,10000,2,18.3736,11.1013,7.2722999999999995
107,12,10000,2,18.3952,11.1034,7.2917999999999985
107,38,10000,2,18.2913,11.1087,7.182599999999999
107,29,10000,2,18.322,11.1043,7.217699999999999
107,84,10000,2,18.3428,11.1017,7.241100000000001
108,61,1000,3,26.787,21.268,5.518999999999998
108,12,1000,3,26.027,21.136,4.891000000000002
108,38,1000,3,27.029,21.274,5.754999999999999
108,29,1000,3,26.261,21.174,5.087
108,84,1000,3,27.463,21.295,6.167999999999999
108,61,10000,3,26.9942,21.2409,5.753299999999999
108,12,10000,3,27.0793,21.2118,5.8675
108,38,10000,3,26.7298,21.2083,5.5215
108,29,10000,3,26.8261,21.2222,5.603899999999999
108,84,10000,3,26.858,21.2385,5.619500000000002
109,61,1000,3,29.264,25.951,3.312999999999999
109,12,1000,3,29.992,24.872,5.120000000000001
109,38,1000,3,29.27,23.072,6.198
109,29,1000,3,30.151,24.99,5.161000000000001
109,84,1000,3,29.917,26.418,3.4990000000000023
109,61,10000,3,29.9216,25.808,4.113600000000002
109,12,10000,3,29.8679,25.2136,4.654299999999999
109,38,10000,3,29.9004,25.8544,4.046000000000003
109,29,10000,3,29.9384,25.5619,4.3765
109,84,10000,3,29.8143,25.4058,4.4085
110,61,1000,1,7.898,-4.606,12.504
110,12,1000,1,8.206,-4.052,12.258
110,38,1000,1,8.061,-4.408,12.469000000000001
110,29,1000,1,7.815,-5.331,13.146
110,84,1000,1,7.942,-3.607,11.549
110,61,10000,1,8.1666,-4.4943,12.660900000000002
110,12,10000,1,8.1445,-4.3851,12.529600000000002
110,38,10000,1,8.138,-4.1396,12.2776
110,29,10000,1,8.0929,-4.5213,12.6142
110,84,10000,1,8.192,-4.1748,12.366800000000001
111,61,1000,3,23.187,20.842,2.3450000000000024
111,12,1000,3,24.202,20.974,3.2280000000000015
111,38,1000,3,24.743,21.045,3.697999999999997
111,29,1000,3,23.956,21.145,2.811
111,84,1000,3,24.009,21.158,2.850999999999999
111,61,10000,3,24.1162,21.1209,2.9953000000000003
111,12,10000,3,24.3747,21.1158,3.2589000000000006
